Language,Vector
hawiki,"[ 0.0017495  -0.21078879  0.323534    0.03348838  0.20067051  0.12247274
  0.28100556 -0.31996596 -0.04187088 -0.02965922  0.20131746 -0.13982123
 -0.5550333  -0.0493302  -0.29650572  0.06188597  0.3218301   0.0906241
  0.36291707  0.30676118  0.02961097  0.46602917 -0.06998172 -0.23814872
 -0.21260099  0.13829412  0.25946227  0.09701328  0.02539675  0.01091449
  0.00788121 -0.26248762  0.27179328  0.09714045 -0.18204397 -0.19352382
  0.15846947  0.04654196 -0.18522438  0.30464143  0.27299634 -0.11797782
 -0.2983691   0.10943888  0.4497192  -0.14915916 -0.36613098  0.05540159
 -0.15893288  0.09294138  0.00365474  0.2566392  -0.01538228 -0.0318261
  0.4315533  -0.11264363 -0.00380419 -0.3019603  -0.28580233  0.26644644
 -0.39132813 -0.19534396 -0.19489281  0.22537704]"
bat_smgwiki,"[ 1.72445431e-01 -1.04991198e-02  5.09127602e-02  7.49300048e-02
  3.19007009e-01  1.99093938e-01 -1.63347527e-01  3.47767085e-01
 -2.79159844e-01  1.98958308e-01 -2.79367119e-01 -1.48624331e-01
 -3.02739382e-01 -4.21796769e-01  4.10021305e-01 -6.70296848e-02
  7.46380746e-01  3.84333402e-01  3.35289612e-02  1.15943432e-01
 -2.63743222e-01  7.55041838e-02 -2.96685755e-01  1.51192307e-01
 -1.29509568e-01  6.90090060e-01  6.92495033e-02 -6.22344352e-02
  6.17332220e-01 -1.75415769e-01  1.31717374e-04 -1.90118939e-01
  1.06499694e-01  5.56610599e-02 -2.66360074e-01 -5.72165996e-02
  3.58160824e-01  3.02827597e-01 -1.34578139e-01 -7.79813766e-01
 -1.65025115e-01 -2.86306500e-01  2.63011068e-01  4.24619228e-01
  5.41292578e-02 -4.44217026e-01  3.94697160e-01 -7.20672458e-02
 -3.48249339e-02  1.09293330e-02  2.57686764e-01 -1.81615114e-01
 -1.29832387e-01  2.46789053e-01  5.48303545e-01  1.44211024e-01
 -1.24699533e-01  1.05943158e-01 -2.28868395e-01  3.50188762e-01
  2.53441274e-01 -1.10015348e-01 -3.70750904e-01  3.07991773e-01]"
kgwiki,"[ 0.17453712 -0.28067058  0.2771148  -0.0599314  -0.12845312 -0.09406523
  0.2656935  -0.4337129  -0.3710122  -0.07251591 -0.16011219 -0.515491
 -0.12146016 -0.11901354 -0.00249629  0.7263812   0.21039626 -0.5348942
  0.34673637  0.19082919 -0.435061   -0.10705233  0.07132802 -0.34654593
 -0.00570809 -0.0485663  -0.19301765 -0.3694502   0.11283497 -0.5033843
 -0.31436828 -0.16935492  0.24763814  0.37511918 -0.18292342  0.48101115
 -0.035039    0.13367818 -0.7038463   0.43900552 -0.40797696 -0.6469559
  0.21152925  0.27607518  0.1724009  -0.58058214  0.06350016 -0.578696
  0.54428124  0.20655897 -0.08747292 -0.22190027  0.36869463 -0.33057302
  0.18061318  0.05949673  0.45016453 -0.6407717  -0.21842307  0.11940533
  0.6171302  -0.11519519 -0.06661306 -0.21897815]"
bjnwiki,"[-0.03610945 -0.0907127   0.60585463  0.872066   -0.05373609 -0.34541288
  0.6781069  -0.04125946 -0.76386625  0.61079025  0.22902547  0.5284098
 -0.09491983  0.13742702 -0.57659775 -0.44786906  0.21115853 -0.4754758
 -0.0288614   0.1791955   0.26588327  0.1461491  -0.06085284  0.18176249
 -0.29799506  0.98843956 -0.24231796 -0.37382302 -0.15877526 -1.1811683
  0.80941653 -0.34012374  0.4065553   0.67682624 -0.3536255   0.41899577
  0.60957587 -0.20631365 -0.44408974 -0.5536515   0.31006944  0.42203468
  0.24981447  0.05059135  0.35987982  0.40864897  0.08447526  0.01372323
  0.7663266   0.09366817 -0.3671772   0.33506626  0.05885145  0.43176863
  0.1057912   0.02867049 -0.04196854  0.434012    0.05720953  0.50429195
 -0.65807605  0.27208558 -0.9275193  -0.9334816 ]"
xalwiki,"[-0.03070486 -0.09157559  0.6859884   0.79299635 -0.01277854 -0.3834828
  0.6898047  -0.05205444 -0.7468677   0.6172712   0.19607043  0.46322823
 -0.11044433  0.14963768 -0.6938448  -0.39019173  0.22256358 -0.58060676
 -0.16033687  0.18403004  0.17052259  0.1282019  -0.24258842  0.26513436
 -0.33302692  0.9412609  -0.15970625 -0.23250516 -0.10217205 -1.0598962
  0.79149777 -0.27872482  0.37468562  0.6597372  -0.3563573   0.4949952
  0.59210247 -0.23414347 -0.38440317 -0.64294547  0.26429987  0.32102203
  0.29496446  0.04068544  0.28725308  0.4083823  -0.06010326  0.14406078
  0.7723539   0.13090473 -0.3250212   0.15482628  0.02703376  0.41299987
  0.07530952  0.06142309 -0.02740672  0.40252283  0.16214357  0.5333816
 -0.6412677   0.15426171 -0.8862912  -0.8688442 ]"
extwiki,"[-0.01851485  0.39968967  0.504317    0.5418434   0.25903338 -0.6762878
  0.4817645  -0.35231978 -0.4109727   0.04250868  0.27849674  0.28475034
 -0.4179524   0.45044652 -0.33146864 -0.10542289  0.16875269 -0.03468084
 -0.12468631 -0.06937607 -0.5312228  -0.0070123  -0.16632235  0.30047703
 -0.28580302  0.50190526 -0.4637809  -0.46876213 -0.3060954  -0.6867467
  0.876375   -0.28799012  0.18043706  0.33098975 -0.15708017  0.27304873
  0.17176136 -0.21050045 -0.42221916 -0.336448    0.21389416  0.3275534
  0.57251847  0.11694647  0.20683023  0.4603638  -0.4232804   0.35237882
  0.603194   -0.12709834 -0.91523993  0.22674736  0.15856878  0.27194607
  0.10124164  0.21142809 -0.23815748  0.34881827  0.29751322  0.8866338
 -0.12164946  0.31502414 -0.8483048  -0.16161959]"
mgwiki,"[-0.01752916 -0.32104197  0.41271186  1.1278404  -0.4233523   0.8115032
 -0.09439793 -0.6504545  -0.7293328   0.23762876  0.56636035  0.6170424
 -0.4972671  -0.07863718  0.11969422  0.4081798  -0.11401565 -0.35614958
 -0.08873276  0.6515344   0.34176412  0.4779478   0.4356209  -0.3717672
 -0.69752246  0.6183735  -0.1542988  -0.44817916  0.5991282  -1.4126323
  1.1181468   0.30812272  0.93920946  0.7099651  -0.6494932  -0.24278949
  0.34481433 -0.01025803 -0.568586   -0.3216789   0.3694834   0.40061733
  0.2960811  -0.34266767  0.6243265  -0.3327597   0.2304103  -0.37438127
  0.15223518 -0.19097668 -0.33563218  0.34937772  0.33447757  0.09787748
 -0.29317063 -0.5902091   0.24549428  0.5230413   0.35618445  0.3815654
 -0.5983551   0.77971077 -0.65719193 -1.1296774 ]"
snwiki,"[-0.31465346  0.05089715  0.05825493  0.2551832  -0.12269165  0.6141128
 -0.00856303 -0.45837712 -0.56658024  0.00705858  0.2624493  -0.04876031
 -0.06089341 -0.11596987  0.07266504  0.22103383  0.17221025 -0.33678547
  0.24037048  0.8295774   0.4655117   0.1720635   0.7354614  -0.24985658
  0.31606966  0.4090093  -0.39842856 -0.21421823  0.46921557 -0.8339645
  0.71573615 -0.14627388  0.7878251   0.16192275 -0.7103054   0.12529305
  0.40881154 -0.45131272 -0.65228486 -0.4048906   0.5797385   0.7781765
  0.19200385 -0.06519562  0.4045527  -0.33218434  0.10594238 -0.49975714
  0.81332827  0.23915863  0.13454607 -0.11822003  0.03230887 -0.14038444
 -0.22613485 -0.38613698  0.00882982  0.41586584  0.18149441  0.08587036
 -0.58272845  0.52718025 -0.05424685 -0.91194165]"
bxrwiki,"[ 0.08912174  0.12070161  0.16511153  0.42682266 -0.7351896  -0.3852984
 -0.5699504  -0.4000883  -0.06398512  0.30166855  0.09310959 -0.537779
 -0.5085654   0.03774893 -0.25486785 -0.12189205  0.34031928 -0.466241
  0.430892   -0.00606076  0.09424197  0.9666303   0.24199529 -0.16308649
 -0.1646584   0.51363343  0.07408285  0.04703257 -0.6426557  -0.5062377
  0.39699647 -0.08403865 -0.27728078 -0.18423349 -0.01583792  0.50928134
  0.1268989  -0.10735077 -0.04952381  0.13760439 -0.2635428   0.02038189
  0.24328715  0.14207327  0.13939469 -0.01941536  0.0174622   0.34576434
 -0.00890841  0.23038314  0.34804747 -0.07931236  0.24306019  0.02074416
 -0.53082     0.06874692 -0.04944544  0.40308046 -0.13373274  0.29251635
  0.6874536   0.49893373  0.0009902   0.37244046]"
omwiki,"[ 0.6363775   0.32420704  0.17437904  0.40222156 -0.12054507 -0.49799833
  0.47403044 -0.15409711 -0.07219732  0.22451091 -0.13541195  0.6930162
  0.02239598 -0.16287279 -0.0823883   0.738549    0.17725405 -0.22162364
 -0.09004639  0.61990577  0.15559392  0.2542589  -0.7761741   0.02444889
  0.5756541   0.10444824 -0.10826411  0.5183761   0.1790632   0.09229438
 -0.12207359 -0.41107702 -0.49759826  0.24348123  0.04564259 -0.6208015
 -0.24823602  0.42369953 -0.62019163  0.05859665 -0.08858034  0.32731742
  0.02568557 -0.17575552  0.6291817   0.06955629 -0.08099515  0.06314434
  0.07589933  0.41666517 -0.34333268  0.05944847 -0.05076298 -0.07923114
 -0.10908225  0.23397146  0.18658866  0.32258117 -0.5648306   0.35765868
  0.186648    0.1888501   0.09587567  0.11080311]"
vepwiki,"[ 0.49786857  0.28506717  0.4208733   0.37143633  0.42927283 -0.44393876
  0.24490696 -0.09514094 -0.04749347 -0.14172575 -0.17479926  0.35607374
 -0.22825278 -0.06224442  0.16818893  0.5303222   0.05953316  0.13775076
 -0.04687305  0.5645213   0.28091535  0.27741584 -0.3658934   0.19571048
  0.18411182 -0.23881231  0.11212502  0.7605598   0.08750717  0.18898183
  0.02144323 -0.09226063 -0.32166955  0.43268657 -0.28948545 -0.41996062
 -0.18536839  0.59174675 -0.9226816  -0.20207313 -0.20119989  0.2579825
 -0.46182773 -0.03279971  0.42087787  0.32643044 -0.25464168  0.38002723
  0.51651543  0.5174977  -0.6184112  -0.22239292 -0.03774308  0.3423747
 -0.15816464  0.3941287  -0.47277993  0.51359296 -0.58109534  0.16185822
  0.07175487  0.27843404 -0.11343475  0.1379821 ]"
wowiki,"[ 0.1791821  -0.4822151  -0.26794818 -0.3486095  -0.48155785 -0.27796736
  0.18564478  0.12134153 -0.43415248 -0.14918342  0.19201685  0.06571791
  0.21309032  0.42189386 -0.01847446 -0.03255645  0.7113132   0.93051255
  0.21047305  0.5127677  -0.03589699  0.26127782 -0.40633887 -0.15233897
  0.37155703  0.05432652 -0.9680597  -0.11612201  0.11069725  0.5447931
  0.28104842  0.49683005 -0.08171325  0.02183103 -0.33950207 -0.19779569
 -0.6720858  -0.49235213 -0.47668555  0.39551273 -0.5057229  -0.26558635
  0.74665284 -0.18773349  0.04736108  0.32736912  0.16175152  0.23609291
  0.13642475  0.38943544 -0.01552024 -0.22452503  0.30369487  0.54605573
  0.1544439   0.39127573  0.21223088 -0.04816953 -0.19574314  0.80162543
 -0.5875167  -0.30884585 -0.462951    0.5350414 ]"
lijwiki,"[-0.428461   -0.09098254  0.00816393  0.24253462  0.05751847 -0.22347462
  0.18005347 -0.14618833 -0.35727578 -0.5795365   0.11931001 -0.17972767
 -0.2876997   0.27286437  0.29942763 -0.02527462  0.54545236  0.23481183
  0.21496779 -0.5658414  -0.07640969 -0.10930564 -0.18114492 -0.38774142
  0.4114483   0.3352806  -0.6442289   0.33794835  0.5662925  -0.48880097
  0.36709404 -0.42061716  0.07605956  0.10687554  0.3012927  -0.10394032
  0.98554933  0.33963805 -0.00739026 -0.3295412   0.41639408 -0.07562337
 -0.42008355 -0.12071643  0.32444605  0.32974106 -0.39165097 -0.17339857
 -0.2924071   0.06308661  0.00465202 -0.23073988 -0.03565649 -0.18534882
 -0.2544429   0.30948523  0.2665892  -0.23793364 -0.62844163  0.10758043
  0.06618967 -0.32771614  0.43768087  0.31637236]"
lnwiki,"[-0.02055536  0.71677893  0.3053821   0.44777018 -0.12340555 -0.36438826
  0.11881653 -0.72752017 -0.41682968 -0.1928442   0.01225104 -0.05550504
  0.27776438 -0.32583013  0.3633957  -0.15559381  0.07691419 -0.37456787
  0.03087001 -0.04018512  0.2567843   0.65470254  0.08607771 -0.4323891
  0.01527559 -0.33793685  0.11054111 -0.2133824   0.15950981  0.2912867
  0.4802798  -0.08203153  0.14532794  0.01993786 -0.4484191   0.03141052
  0.4685032   0.26153517  0.0428185  -0.13295989 -0.602779   -0.25765413
  0.27096945  0.2892968   0.0954114  -0.23773018  0.1872481  -0.17941332
  0.02718262  0.5967301  -0.04408104 -0.60902524  0.22013107  0.4208123
 -0.06597216 -0.08498848  0.12115876 -0.71404654  0.25344068 -0.36669788
  0.28166768 -0.27553314 -0.6631366   0.11797756]"
lrcwiki,"[ 0.547846    0.08732948  0.07907677  0.50961214 -0.05511513 -0.5177008
  0.4254132  -0.3613568   0.03282681  0.2609717  -0.06172984  0.7496157
  0.01454302 -0.1105751   0.15677617  0.68022156  0.18419772 -0.07729053
  0.06984664  0.56581134  0.09818842  0.31541705 -0.80301076 -0.06772266
  0.39946994 -0.03198479 -0.02595207  0.66590023 -0.02253255 -0.17125277
 -0.24675721 -0.2570835  -0.4371435   0.21723348 -0.03353273 -0.8828956
 -0.21162471  0.5453003  -0.7888127   0.05942724 -0.18581556  0.44292226
 -0.10131292 -0.12998345  0.5765497   0.01424432 -0.11489646  0.13386847
  0.23072165  0.18725337 -0.5053089   0.19753109 -0.0874976  -0.00814312
  0.24118441  0.13101509  0.13848196  0.3964644  -0.77340406  0.25794607
  0.28101397  0.23498145  0.18510292 -0.07130086]"
jamwiki,"[-0.11735334 -0.09471789  0.6516063   0.4522756   0.30264792  0.09252235
 -0.24867065  0.0297636  -0.8331955  -0.25224495  0.07280931 -0.03933119
 -0.0486163   0.12003193  0.2067404   0.3871536  -0.33298698  0.07639349
 -0.00466634  0.39066023  0.14396301  0.20054972  0.04412642 -0.29351127
 -0.08605254  0.5636238  -0.2932284  -0.21541084  0.59767795  0.35306644
 -0.15301642  0.24196024 -0.4194644  -0.14272001  0.36906216 -0.5560569
  0.23516414 -0.13668744 -0.16192548  0.13914417  0.2498607   0.8651413
  0.41849798 -0.48399222 -0.12784111 -0.23888968 -0.10734283  0.07043919
 -0.4847119   0.10588387  0.09108099  0.18244657  0.14550908 -0.7220803
  0.25377652  0.3011802  -0.6069325  -0.3865273   0.54115796 -0.28441247
  0.27443653 -0.47993335 -0.57342285 -0.11959339]"
kbpwiki,"[ 0.10175744 -0.11144766  0.50772464  0.6419883   0.12640531 -0.04387537
 -0.1985649   0.03377123 -0.8262905  -0.27825218  0.17914014 -0.03180132
 -0.00354618  0.25650892  0.10705897  0.309796   -0.27783558  0.22718123
 -0.2708999   0.52691865  0.11069413 -0.03236446  0.3496396  -0.54501855
 -0.06640568  0.31409982 -0.4402496  -0.0886763   0.41076338  0.3314207
 -0.2837041   0.04004127 -0.03057216  0.03840368  0.4316548  -0.3078304
  0.31745082 -0.01158588 -0.44382697  0.17892522 -0.02382593  0.50994414
  0.24262293 -0.1509318   0.25545937  0.16618492 -0.37132534  0.0415347
 -0.39216554 -0.09416463  0.23866718  0.08049224  0.17355226 -0.37328032
  0.28915033  0.22258237 -0.7633809  -0.40884367  0.58573943 -0.27530447
  0.29079714 -0.26846212 -0.79599315 -0.29711494]"
igwiki,"[ 0.30215424  0.01503415  0.75711757  0.4747261   0.0975052   0.16015024
 -0.23899803 -0.02703264 -0.6902583  -0.27825925 -0.10695358  0.05159909
  0.01579168  0.26699996 -0.04734957  0.22341517 -0.13695343  0.19783501
 -0.41466406  0.5831526   0.05295447  0.11132812  0.06351326 -0.52646476
  0.27161938  0.5441508  -0.41577536 -0.16939507  0.4343075   0.22085436
 -0.30764726  0.01912585  0.09042991 -0.45931578  0.17844455 -0.32148027
  0.14617452 -0.1044222  -0.24519981  0.26600632 -0.16388872  0.4338804
  0.1944807  -0.14484562  0.19781911  0.26067314 -0.2712607  -0.27068186
 -0.7660718  -0.17918377  0.1580611   0.14514862  0.2923012  -0.46747875
  0.16443522  0.1433412  -0.55971724 -0.5979964   0.5472448  -0.23172344
  0.34013504 -0.21946622 -0.74533993 -0.3887654 ]"
gnwiki,"[ 5.37024498e-01  3.13455284e-01 -5.25613070e-01  5.84551632e-01
  2.72594392e-01  2.53914315e-02  3.25430483e-01 -3.95092845e-01
  2.14545280e-01 -2.15183850e-02  1.12750900e+00 -4.17951554e-01
  1.59341525e-02 -2.30151221e-01  5.20046413e-01  8.03681076e-01
  1.19637221e-01  3.33480984e-01  6.07603870e-04  3.62976938e-01
 -1.42201275e-01  6.27616286e-01 -4.08162594e-01 -5.79314411e-01
  1.54177874e-01  4.00357366e-01  2.41271839e-01  1.13255806e-01
  9.72981572e-01 -7.15453446e-01  9.31118190e-01  2.47910544e-01
  1.45878056e-02  5.22928126e-02  3.13756242e-02 -3.72434884e-01
  6.22206509e-01  2.89031357e-01  2.02421278e-01  2.73315370e-01
 -7.41887927e-01  3.52730274e-01 -7.64644966e-02  4.21663746e-02
 -1.93789124e-01 -4.13193434e-01 -4.26796854e-01 -4.60862249e-01
 -5.99268079e-01  6.26745820e-01 -6.83111548e-01 -3.56473416e-01
 -5.52876517e-02 -1.60065338e-01  1.63457885e-01 -4.69343215e-01
 -3.41670483e-01  9.80277002e-01  8.09640251e-03 -2.59267271e-01
  6.63101435e-01  9.56682712e-02  1.34058386e-01 -2.43789945e-02]"
xmfwiki,"[-0.32132614  0.12856491  0.57641596  0.37677088  0.45666295  0.10558915
 -0.23695561  0.19147713 -0.57028645 -0.03543578 -0.16612895 -0.07850806
  0.06104274 -0.17538567  0.25681838  0.39257085 -0.4628329   0.24552356
  0.20776175  0.6490707   0.2749433   0.25627667  0.41982752 -0.17275733
 -0.04120758  0.5352459  -0.08671744 -0.1622765   0.34973216  0.1588569
 -0.01733609  0.15775663 -0.3930115  -0.06257876  0.47326338 -0.09805986
  0.13997859  0.01418149 -0.16440608  0.23835918  0.16516283  0.6861096
  0.3083666  -0.396663   -0.06602944  0.02294661 -0.4428987   0.02334278
 -0.465961    0.07811911 -0.13211486  0.02643649 -0.43965602 -0.37187856
  0.11140423  0.17968343 -0.36738986 -0.22570615  0.03286786 -0.00432036
  0.3094043  -0.18902123 -0.48858     0.10477675]"
oswiki,"[ 0.21315272 -0.09575762  0.11005419  0.22965318  0.26069322 -0.00088288
  0.12740172 -0.09549432 -0.27976072 -0.13146363 -0.19039477 -0.05560569
 -0.33027664 -0.3503031  -0.16633038  0.3845876   0.2852149  -0.12941174
 -0.12087832  0.11978666 -0.13868622  0.4494253  -0.35599604 -0.12540561
  0.4325899   0.35675263 -0.08038481  0.03125085 -0.29221794 -0.2288241
  0.04324476  0.06410301 -0.44225925 -0.15265052  0.23743398 -0.12167993
  0.10272839 -0.386361   -0.22275537 -0.09013624 -0.00628022  0.02495419
  0.09523029 -0.01649034  0.31724095 -0.04667003  0.01313007 -0.18646182
  0.05511924  0.08867212 -0.05751659  0.00143873 -0.06365544  0.11905479
  0.10406154 -0.06251276  0.14523236 -0.06170047  0.10341515 -0.16488527
  0.09127869  0.01343605 -0.05456489  0.13008718]"
bawiki,"[ 0.17363684 -0.41235983  0.39046574  0.31938785  0.24758983 -0.3181923
  0.01188649 -0.13424012 -0.02293415 -0.11494446  0.15347986  0.4399292
  0.08841853 -0.04996799 -0.18384854  0.2533392   0.26421592  0.16022296
  0.25078255  0.3896956  -0.09371802  0.13219577 -0.2569455  -0.02475494
 -0.11163244  0.28482604 -0.23456372  0.2517043  -0.17535168 -0.03427067
 -0.38716894 -0.05744064 -0.37596947 -0.21845813  0.08146752 -0.02265018
 -0.00799639  0.04379398 -0.5945694   0.06889241 -0.00099673  0.10927916
  0.4241461  -0.16521092  0.1445739  -0.10080492  0.51342535  0.01264563
  0.02909629  0.00678413  0.12184501 -0.07774483  0.37795028  0.183324
  0.05707945 -0.08968406  0.24684821 -0.12803113 -0.21194316  0.26397067
 -0.04430242  0.15335763 -0.43062618 -0.45900008]"
mtwiki,"[-6.5678127e-02 -4.4245890e-01  4.8813447e-01  9.9083796e-02
  3.1178090e-01  7.6708235e-02  4.1612694e-01 -7.8643984e-01
  2.3199696e-02 -2.0832848e-03 -3.0032884e-02 -5.7035232e-01
 -5.6638569e-01  2.4140546e-01 -4.7939166e-01 -4.3092245e-01
 -2.3316698e-01 -3.3519661e-01  6.9981873e-02  7.6557320e-01
 -2.3608807e-01  6.0197318e-01  3.6054617e-01 -5.7936478e-01
  3.8579878e-01 -3.6383632e-01 -1.2300976e-01 -6.9018579e-01
  2.6056436e-01 -6.6938126e-01  2.4747483e-01 -2.3823491e-01
 -3.1312725e-01 -7.6538092e-01  3.9712054e-01 -2.4371251e-01
 -5.2797568e-01  1.4016794e-01 -1.7867602e-01 -4.8221309e-02
 -2.7859965e-01  4.2264108e-04  4.3102005e-01 -2.7511454e-01
  3.7023373e-02  4.8332280e-01  4.2012554e-01  4.4671550e-01
  9.2117995e-02  1.5407142e-01 -3.9330858e-01  1.7865221e-01
 -5.1551354e-01 -2.2828639e-01  4.3434385e-02  2.3128380e-01
  1.8607223e-01  1.8387215e-01  1.4822271e-01  1.7523786e-01
  2.8147116e-01 -7.4695393e-02  5.5029720e-02  3.3824661e-01]"
knwiki,"[-0.03262238  0.10307244 -0.01709995  0.08172952 -0.09130927 -0.37825844
  0.07290289 -0.1367168  -0.25485384 -0.25956467  0.05262835 -0.5468124
 -0.16512164 -0.1775204   0.0387306   0.135494    0.20844387 -0.03438074
  0.22393574  0.07256278 -0.05770216  0.25049978  0.20090538 -0.2576928
  0.13787906 -0.08984964 -0.314244   -0.35703185  0.14000522 -0.2581749
 -0.17871958 -0.05224137 -0.01347961 -0.19536273 -0.03151977 -0.03259348
  0.05847485  0.03941393 -0.03455839  0.16040991 -0.39147437 -0.26453814
 -0.0784859  -0.23106211  0.12776415 -0.13334192 -0.19228455 -0.0824777
  0.11765364  0.16133523  0.1097789  -0.16830584 -0.04985436  0.16963552
  0.16258319  0.12930848 -0.09292043 -0.3812904   0.16025417  0.18234053
  0.41260922 -0.08377584 -0.03094581  0.12868837]"
bowiki,"[-0.4429908   0.20837991  0.09292005  0.22955799  0.13816273  0.00873881
  0.23923455 -0.21889605 -0.05351526 -0.10290897  0.07362    -0.16571528
 -0.12216727  0.06849267  0.12280154  0.02421529  0.09425071 -0.13144088
 -0.26055273  0.11473043  0.3375642   0.51668566  0.1002255  -0.12750857
  0.22089069  0.3286839  -0.17269242 -0.11453272 -0.2015316  -0.18376422
  0.23440145  0.33516496  0.25658402 -0.390086    0.02170285 -0.1553776
  0.2323693   0.31384924  0.07297856 -0.08784367 -0.00830109 -0.1779263
 -0.03614515  0.16974615  0.07111336 -0.22155574 -0.21779989  0.05879526
  0.10362286  0.25833333 -0.04855771 -0.05064709  0.66425663  0.24605024
 -0.07359996 -0.25548074 -0.0403461  -0.05977445  0.03321593  0.09054185
  0.31945738 -0.06318586 -0.05594205  0.00551554]"
pswiki,"[-0.27732635  0.07946552  0.32184145 -0.09000924 -0.21645004 -0.2214503
  0.25469226 -0.44085345 -0.00517961 -0.30486712 -0.0259282  -0.527452
 -0.09168097 -0.33518177 -0.76253664  0.32051152  0.64045936  0.23330447
 -0.21344997  0.32268187 -0.2253491   0.07990865 -0.33681265 -0.22082166
  0.12772053  0.2559421  -0.77667403 -0.0623269  -0.15100534 -0.31131732
 -0.17149955 -0.7742738   0.14549135 -0.7041047   0.35257918 -0.2879637
  0.12449421  0.38891423 -0.33042103  0.12512937 -0.02372127 -0.1449428
  0.28858417  0.13826549  0.40402547  0.12002394 -0.41407648 -0.51134056
  0.08176722  0.07904113 -0.7062808   0.41953573 -0.2859692   0.6771086
  0.42287588  0.3009076  -0.0138237   0.08086383 -0.18052211 -0.50338215
 -0.4245138  -0.29096404  0.46678403 -0.0097735 ]"
koiwiki,"[-0.10223302  0.15030763  0.05323746  0.18835615 -0.04353942 -0.21230188
  0.07456888 -0.19750988 -0.15827504 -0.1735166   0.15224291 -0.37686852
 -0.20263954 -0.4475926  -0.04395188  0.12127637  0.00643639  0.33560014
 -0.11227316 -0.16935645 -0.24559279 -0.03097664 -0.08157241 -0.12108471
  0.02384762  0.29945135  0.01806718 -0.28030065  0.25959998 -0.06683469
 -0.18615672  0.25517836  0.02912856  0.06326512  0.03924359 -0.01948851
  0.63604134  0.28616422 -0.14487585 -0.2523813   0.14340766 -0.04433627
  0.45276982  0.06402174  0.06385715  0.21007666  0.35695308 -0.20621522
 -0.14369518 -0.14239639 -0.13371857  0.04913261 -0.15975803 -0.0561534
 -0.06417262  0.24252823  0.02003726  0.10806462 -0.28692156  0.6454655
  0.00459937 -0.22745746  0.15280358 -0.14203466]"
map_bmswiki,"[ 4.61054407e-02 -2.33076051e-01  1.56169897e-02 -2.36154810e-01
  2.92766988e-01 -1.67521372e-01 -4.90350485e-01 -7.10364282e-01
 -4.34197783e-01 -4.77946609e-01 -8.38333666e-02 -8.97048414e-02
 -4.08481099e-02 -6.97312802e-02 -3.80504310e-01  2.15188444e-01
  4.97743756e-01 -7.73317963e-02 -5.27119219e-01  6.86095774e-01
  3.99080962e-01  7.07351923e-01 -8.61144885e-02 -7.04268813e-02
  5.67118311e-03 -1.72581211e-01 -4.52659309e-01 -3.17119002e-01
 -5.49584103e-04  2.16377288e-01  5.55202007e-01  2.06336036e-01
 -3.81655812e-01  9.73260641e-01 -4.35831219e-01 -1.88572437e-01
  2.73989379e-01  1.76723287e-01  7.71762058e-02  1.23528186e-02
  1.72784284e-01 -2.21000388e-01 -4.44088578e-01 -1.02966718e-01
 -3.05794984e-01  3.45573932e-01  1.24023914e-01 -3.19868267e-01
  4.13671471e-02  2.09732763e-02  3.20819736e-01  2.55494684e-01
 -3.40735644e-01  1.39101341e-01  1.03994898e-01  2.26626098e-01
  2.44715542e-01  2.60934412e-01 -2.17412055e-01  3.04357737e-01
  3.26330870e-01  1.62902787e-01  8.38540941e-02 -3.42629217e-02]"
cbk_zamwiki,"[ 0.34884098 -0.07283168 -0.13584268  0.17595124 -0.10453966  0.07272808
 -0.34999517 -0.01087533 -0.33525315  0.09870379 -0.079667   -0.09070745
  0.3379106   0.54343635  0.37499017  0.27216142  0.07545836  0.53732896
 -0.3133465   0.3633609  -0.5397901   0.25879192  0.5278352  -0.48067608
 -0.02438389  0.26877627  0.16088429  0.21856458  0.5507252  -0.07296873
  0.27402812 -0.05413477 -0.01665613 -0.25710508 -0.48280236 -0.58085805
  0.10950891 -0.2857009  -0.3898524   0.22161324 -0.30432114 -0.45416734
 -0.00671671  0.34507808  0.36231568  0.8009745  -0.5324296   0.11034677
  0.04081983  0.02511376  0.03890194  0.07043765  0.02867185  0.14648168
  0.63320047 -0.02045702  0.5462407   0.01433564 -0.28796598  0.36896268
 -0.20876208  0.03768634  0.35908705 -0.40165496]"
pagwiki,"[ 0.40951362 -0.20986389 -0.08665224  0.21178517 -0.07772584  0.03042381
 -0.36206818  0.05091223 -0.16465633  0.45148936 -0.01096326 -0.13740829
  0.24807237  0.66054505  0.35489628  0.28614536 -0.01930762  0.49457622
 -0.2959964   0.40323502 -0.44134483  0.21015647  0.43791634 -0.4900615
 -0.04300297  0.25969929  0.30659258  0.22168893  0.55522907 -0.18751091
  0.21573879  0.20613818 -0.07366311 -0.09719706 -0.5619357  -0.5296498
  0.3105927  -0.426195   -0.28121525  0.18999447 -0.39857882 -0.3883876
 -0.08864366  0.3805404   0.45704243  0.72786254 -0.62956434  0.11403248
 -0.0991132   0.11027783  0.00736558  0.12109125  0.00757778  0.33972618
  0.55005735  0.05694307  0.5511694   0.01987489 -0.22440492  0.30375847
 -0.177049    0.06410854  0.36069033 -0.3281827 ]"
